record_id,date,pharmacy_id,medicine_id,medicine_category,pharmacy_location_code,supplier_count,current_stock_level,avg_weekly_sales,reorder_quantity,lead_time_days,supplier_delay_frequency,price_change_rate,storage_capacity,previous_shortage_count,dos_per_patient,category_shortage_rate,stock_to_sales_ratio,demand_volatility,seasonal_demand_factor,num_patients,target_stockout
1352,2024-03-26,75,22,Diabetes,14,4,56,34,100,69,0.34,0.18,353,0,0.82,1.0,1.65,0.19,1.0,14,1
1353,2024-09-23,79,28,Antibiotic,3,1,68,40,90,1,0.87,0.02,407,0,0.7,1.0,1.7,0.2,1.0,17,1
1354,2024-04-18,99,8,Diabetes,12,3,47,16,39,21,0.51,0.05,288,0,0.76,1.0,2.94,0.59,1.0,27,1
1355,2024-05-15,10,2,Cardiology,1,1,92,10,31,5,0.87,0.05,222,0,3.39,1.0,9.2,0.23,1.0,19,1
1356,2024-10-26,6,25,Diabetes,13,2,48,35,100,10,0.75,0.05,123,0,1.2,1.0,1.37,0.83,1.0,8,1
1357,2024-01-28,34,42,Cardiology,5,2,21,52,100,12,0.68,-0.02,162,0,0.2,1.0,0.4,0.6,1.0,14,1
1358,2024-04-05,95,40,Diabetes,5,2,61,60,100,3,0.55,0.01,133,0,0.37,1.0,1.02,0.23,1.0,19,1
1359,2024-07-30,4,21,Diabetes,17,1,76,40,95,5,0.63,-0.06,406,0,1.66,1.0,1.9,0.28,1.0,8,1
1360,2024-06-04,1,34,Antibiotic,4,2,119,44,100,67,0.65,-0.05,389,0,0.63,1.0,2.7,0.79,1.0,30,1
1361,2024-08-22,13,45,Cardiology,16,2,0,57,100,54,0.73,0.09,187,1,0.0,1.0,0.0,0.1,1.0,15,1
1362,2024-06-08,52,22,Cardiology,9,3,185,22,46,13,0.18,0.2,171,0,1.78,1.0,8.41,0.59,1.0,33,1
1363,2024-06-05,2,3,Oncology,20,3,122,5,20,4,0.41,0.11,329,0,7.43,0.8,24.4,0.83,1.0,23,1
1364,2024-08-12,68,16,Diabetes,18,4,88,20,76,14,0.16,0.07,185,0,1.14,1.0,4.4,0.42,1.0,27,1
1365,2024-06-14,31,17,Antibiotic,6,1,82,21,82,24,0.74,-0.06,178,0,3.04,1.0,3.9,0.46,1.0,9,1
1366,2024-05-09,32,12,Oncology,8,2,30,32,68,7,0.67,0.01,490,0,0.33,1.0,0.94,0.88,1.0,20,1
1367,2024-11-03,55,47,Cardiology,15,4,97,35,100,7,0.31,0.06,281,0,0.51,1.0,2.77,0.45,1.0,38,1
1368,2024-06-07,26,23,Painkiller,11,2,134,64,100,5,0.64,0.13,332,0,1.13,1.0,2.09,0.12,1.2,13,1
1369,2024-09-18,23,33,Diabetes,12,1,109,42,100,11,1.0,0.2,420,0,3.63,1.0,2.6,0.87,1.0,5,1
1370,2024-09-17,14,25,Diabetes,20,1,73,22,85,14,0.43,0.01,140,0,1.01,1.0,3.32,0.85,1.0,23,1
1371,2024-08-28,66,25,Cardiology,1,3,60,42,100,5,0.48,0.17,254,0,0.91,1.0,1.43,0.43,1.0,11,1
1372,2024-12-11,68,42,Painkiller,7,4,104,76,100,13,0.04,0.13,348,0,0.6,0.9,1.37,0.56,1.0,16,1
1373,2024-01-30,26,41,Painkiller,5,2,80,28,100,14,0.41,-0.06,216,0,0.57,1.0,2.86,0.39,1.0,35,1
1374,2024-02-01,5,13,Antibiotic,20,2,57,61,100,76,0.6,0.06,449,0,0.28,1.0,0.93,0.74,1.4,23,1
1375,2024-08-24,36,13,Antibiotic,19,2,52,48,100,4,0.95,0.03,138,0,0.4,1.0,1.08,0.51,1.0,19,1
1376,2024-11-11,71,50,Diabetes,12,3,39,28,73,49,0.31,0.11,249,0,0.54,1.0,1.39,0.25,1.0,18,1
1377,2024-08-12,9,39,Diabetes,7,1,51,50,100,7,0.63,0.05,421,0,0.51,1.0,1.02,0.65,1.0,14,1
1378,2024-04-27,71,44,Cardiology,18,3,106,60,100,5,0.57,-0.03,317,0,0.73,1.0,1.77,0.47,1.0,17,1
1379,2024-05-24,50,7,Painkiller,16,1,89,25,85,11,0.9,-0.02,452,0,0.92,1.0,3.56,0.16,1.0,27,1
1380,2024-03-12,20,22,Oncology,11,4,102,18,71,6,0.24,-0.0,170,0,1.42,1.0,5.67,0.53,1.0,28,1
1381,2024-06-06,87,18,Cardiology,6,1,141,24,88,21,0.88,0.1,132,0,1.58,1.0,5.88,0.66,1.0,26,1
1382,2024-12-06,68,15,Antibiotic,19,2,99,84,100,34,1.0,0.1,372,0,0.82,1.0,1.18,0.68,1.4,10,1
1383,2024-03-20,40,6,Cardiology,10,2,102,48,100,11,0.8,-0.03,316,0,0.46,1.0,2.12,0.87,1.0,32,1
1384,2024-07-02,44,1,Oncology,12,2,175,46,100,13,0.65,0.06,267,0,1.33,1.0,3.8,0.88,1.0,20,1
1385,2024-01-14,50,3,Diabetes,6,2,35,39,100,14,0.57,0.06,371,0,0.52,1.0,0.9,0.35,1.0,12,1
1386,2024-07-05,33,22,Oncology,7,3,112,16,44,24,0.44,0.09,227,1,4.9,1.0,7.0,0.67,1.0,10,1
1387,2024-08-06,24,13,Diabetes,5,4,141,51,100,12,0.0,0.06,210,0,2.15,1.0,2.76,0.26,1.0,9,1
1388,2024-10-06,47,2,Oncology,3,3,110,40,100,5,0.31,0.04,421,0,1.75,1.0,2.75,0.17,1.0,11,1
1389,2024-08-03,90,13,Diabetes,19,3,67,12,38,15,0.85,0.09,178,0,2.17,1.0,5.58,0.26,1.0,18,1
1390,2024-03-18,23,14,Antibiotic,13,1,91,64,100,14,0.5,-0.06,319,0,1.42,1.0,1.42,0.75,1.2,7,1
1391,2024-10-01,97,17,Diabetes,16,2,12,70,100,68,0.9,-0.05,155,0,0.05,1.0,0.17,0.34,1.0,22,1
1392,2024-04-19,17,4,Diabetes,20,3,99,31,100,16,0.4,0.17,296,0,1.86,1.0,3.19,0.73,1.0,12,1
1393,2024-12-02,23,39,Painkiller,18,1,111,14,36,2,0.8,0.13,113,0,5.55,1.0,7.93,0.85,1.0,10,1
1394,2024-04-24,10,11,Painkiller,10,2,14,47,100,5,0.83,0.06,366,0,0.12,1.0,0.3,0.78,1.0,17,1
1395,2024-09-30,4,43,Cardiology,11,2,58,25,81,24,0.51,-0.0,446,0,1.01,1.0,2.32,0.66,1.0,16,1
1396,2024-09-13,44,29,Painkiller,3,2,118,27,94,15,0.67,0.11,317,0,2.35,1.0,4.37,0.54,1.0,13,1
1397,2024-12-01,33,49,Diabetes,3,3,163,53,100,11,0.73,0.08,383,0,0.98,1.0,3.08,0.61,1.0,22,1
1398,2024-04-04,83,8,Oncology,14,1,114,8,21,2,0.95,0.2,375,0,7.67,1.0,14.25,0.31,1.0,13,1
1399,2024-02-16,80,42,Oncology,14,4,116,24,91,62,0.0,0.03,443,0,1.35,1.0,4.83,0.26,1.0,25,1
1400,2024-04-01,34,45,Antibiotic,18,2,85,66,100,6,0.46,0.13,379,0,0.35,1.0,1.29,0.24,1.2,26,1
1401,2024-11-03,41,19,Oncology,18,2,86,37,95,3,0.98,0.09,153,0,0.74,1.0,2.32,0.84,1.0,22,1
1402,2024-01-29,49,24,Oncology,2,4,120,38,100,14,0.01,0.04,300,0,1.05,1.0,3.16,0.14,1.0,21,1
1403,2024-08-31,14,48,Oncology,2,1,176,28,81,38,0.62,0.15,379,0,1.91,1.0,6.29,0.9,1.0,23,1
1404,2024-11-29,78,10,Antibiotic,5,4,67,42,100,63,0.44,0.12,103,0,0.51,1.0,1.6,0.19,1.2,22,1
1405,2024-03-19,63,43,Painkiller,4,1,65,42,100,14,0.95,-0.01,421,0,0.64,1.0,1.55,0.17,1.0,17,1
1406,2024-01-22,90,50,Antibiotic,14,2,79,69,100,9,0.77,0.08,387,0,0.53,1.0,1.14,0.42,1.4,15,1
1407,2024-04-09,42,9,Painkiller,6,3,114,44,100,11,0.65,0.05,134,0,0.95,1.0,2.59,0.63,1.0,19,1
1408,2024-06-06,67,46,Cardiology,1,3,213,33,100,29,0.64,0.15,285,0,3.48,1.0,6.45,0.21,1.0,13,1
1409,2024-02-05,53,32,Painkiller,19,2,82,55,100,23,0.5,0.12,100,0,0.4,1.0,1.49,0.44,1.0,26,1
1410,2024-05-28,44,34,Oncology,9,2,59,5,20,2,0.45,-0.01,129,1,5.9,1.0,11.8,0.71,1.0,14,1
1411,2024-01-20,42,13,Oncology,18,2,99,32,75,4,0.59,0.01,381,0,0.94,1.0,3.09,0.84,1.0,23,1
1412,2024-08-25,18,39,Cardiology,13,2,101,31,100,15,0.59,0.13,156,0,3.8,1.0,3.26,0.43,1.0,6,1
1413,2024-12-08,27,22,Antibiotic,17,1,118,32,100,5,0.6,-0.07,120,0,1.29,1.0,3.69,0.48,1.4,20,1
1414,2024-10-18,44,31,Oncology,14,2,53,44,100,52,0.7,-0.09,419,0,0.3,1.0,1.2,0.66,1.0,28,1
1415,2024-07-19,76,20,Painkiller,20,3,114,70,100,11,0.29,0.05,328,0,0.81,1.0,1.63,0.85,1.2,14,1
1416,2024-12-24,25,39,Diabetes,19,3,192,36,100,4,0.0,-0.0,112,0,12.44,1.0,5.33,0.4,1.0,3,0
1417,2024-09-27,47,10,Painkiller,13,3,0,29,58,4,0.3,0.2,286,0,0.0,1.0,0.0,0.32,1.0,17,1
1418,2024-08-19,46,47,Diabetes,18,1,121,59,100,86,0.92,-0.02,373,0,4.79,1.0,2.05,0.87,1.0,3,1
1419,2024-08-05,98,25,Diabetes,12,3,69,40,96,84,0.08,-0.05,442,0,0.6,1.0,1.73,0.7,1.0,20,1
1420,2024-12-03,45,48,Cardiology,20,1,35,26,97,11,0.82,-0.1,109,0,0.63,1.0,1.35,0.43,1.0,15,1
1421,2024-07-03,94,34,Diabetes,15,4,84,43,100,11,0.49,0.12,141,0,0.59,1.0,1.95,0.66,1.0,23,1
1422,2024-01-13,9,23,Antibiotic,19,3,68,45,100,1,0.35,0.06,168,0,0.33,1.0,1.51,0.48,1.4,32,1
1423,2024-01-08,91,8,Diabetes,18,1,48,49,100,81,0.87,-0.02,454,0,0.43,1.0,0.98,0.49,1.0,16,1
1424,2024-05-10,45,41,Painkiller,14,3,0,31,100,44,0.38,-0.01,215,0,0.0,1.0,0.0,0.51,1.0,19,1
1425,2024-04-08,83,26,Oncology,4,2,86,40,100,6,0.7,0.01,490,0,0.94,1.0,2.15,0.53,1.0,16,1
1426,2024-07-29,64,24,Cardiology,7,3,137,70,100,8,0.58,0.02,452,0,0.91,1.0,1.96,0.42,1.0,15,1
1427,2024-09-06,18,42,Cardiology,8,2,181,45,100,15,0.78,0.15,157,0,1.22,1.0,4.02,0.23,1.0,23,1
1428,2024-07-19,53,31,Cardiology,10,2,0,42,100,6,1.0,0.0,438,0,0.0,1.0,0.0,0.69,1.0,30,1
1429,2024-01-06,96,34,Diabetes,8,2,45,46,100,8,0.42,0.07,381,0,0.98,1.0,0.98,0.44,1.0,7,1
1430,2024-07-02,69,37,Oncology,10,2,52,17,55,2,0.51,0.06,187,0,1.02,1.0,3.06,0.2,1.0,21,1
1431,2024-06-05,41,9,Oncology,19,1,77,30,71,2,0.42,0.04,292,0,2.0,0.9,2.57,0.8,1.0,9,1
1432,2024-06-27,57,9,Diabetes,16,2,12,29,70,8,0.69,0.17,193,0,0.16,1.0,0.41,0.41,1.0,18,1
1433,2024-09-06,92,36,Cardiology,17,3,0,9,20,14,0.5,0.05,407,0,0.0,1.0,0.0,0.9,1.0,21,1
1434,2024-02-24,63,26,Diabetes,1,4,161,70,100,8,0.31,-0.04,373,0,0.67,1.0,2.3,0.52,1.0,24,1
1435,2024-03-30,18,36,Painkiller,13,4,42,18,65,3,0.3,0.09,256,0,0.63,1.0,2.33,0.51,1.0,26,1
1436,2024-03-04,21,4,Antibiotic,17,1,178,42,100,52,0.92,0.13,245,0,1.14,1.0,4.24,0.27,1.2,26,1
1437,2024-11-29,21,42,Painkiller,8,4,143,39,100,90,0.22,0.12,333,0,1.03,1.0,3.67,0.42,1.0,25,1
1438,2024-09-14,67,43,Cardiology,14,2,121,42,100,66,0.87,0.12,115,0,1.06,1.0,2.88,0.45,1.0,19,1
1439,2024-12-09,69,48,Antibiotic,13,2,66,26,69,5,0.5,0.1,449,0,0.59,1.0,2.54,0.23,1.4,30,1
1440,2024-05-20,92,48,Antibiotic,17,2,69,45,100,53,0.82,-0.05,351,0,0.72,1.0,1.53,0.88,1.0,15,1
1441,2024-09-22,10,33,Painkiller,1,2,115,45,100,46,0.65,0.1,283,0,0.89,1.0,2.56,0.6,1.0,20,1
1442,2024-01-04,12,6,Oncology,3,3,93,20,55,3,0.43,0.16,466,0,2.33,1.0,4.65,0.22,1.0,14,1
1443,2024-12-03,96,2,Cardiology,11,1,41,30,100,5,0.59,0.15,265,0,0.46,1.0,1.37,0.85,1.0,21,1
1444,2024-04-11,81,30,Diabetes,2,2,180,39,94,14,0.54,0.09,101,0,4.04,1.0,4.62,0.78,1.0,8,1
1445,2024-09-27,22,7,Oncology,3,1,110,49,100,8,0.75,0.02,125,0,0.68,1.0,2.24,0.21,1.0,23,1
1446,2024-12-02,2,28,Antibiotic,3,3,118,84,100,22,0.44,0.13,292,0,0.41,1.0,1.4,0.38,1.4,24,1
1447,2024-05-15,8,3,Cardiology,2,2,39,38,100,9,0.68,0.13,255,0,0.42,1.0,1.03,0.61,1.0,17,1
1448,2024-10-24,23,36,Oncology,12,1,217,6,22,13,0.75,0.01,457,0,13.32,1.0,36.17,0.71,1.0,19,1
1449,2024-06-09,84,30,Painkiller,17,2,60,50,100,9,0.36,0.05,151,0,0.56,1.0,1.2,0.24,1.2,15,1
1450,2024-12-31,8,47,Antibiotic,6,2,98,71,100,14,0.33,-0.1,338,0,0.69,1.0,1.38,0.71,1.4,14,1
1451,2024-02-21,70,33,Cardiology,10,3,98,34,93,18,0.41,-0.01,362,0,0.58,1.0,2.88,0.56,1.0,35,1
1452,2024-06-19,36,29,Cardiology,1,2,45,17,58,8,0.52,-0.0,199,0,1.43,1.0,2.65,0.82,1.0,13,1
1453,2024-09-28,15,25,Cardiology,6,2,32,29,88,14,0.74,0.04,277,0,0.64,1.0,1.1,0.71,1.0,12,1
1454,2024-01-18,97,48,Oncology,1,4,180,19,67,14,0.4,0.08,199,0,2.01,1.0,9.47,0.52,1.0,33,1
1455,2024-03-19,33,38,Cardiology,16,1,0,21,56,6,0.51,0.02,483,0,0.0,1.0,0.0,0.48,1.0,20,1
1456,2024-06-23,17,10,Oncology,5,1,136,29,70,13,0.82,-0.06,453,0,0.82,1.0,4.69,0.58,1.0,40,1
1457,2024-03-02,24,42,Oncology,18,1,80,43,99,15,0.7,-0.03,469,0,0.65,1.0,1.86,0.19,1.0,20,1
1458,2024-12-03,66,24,Oncology,17,3,156,35,79,72,0.57,0.06,394,0,1.36,1.0,4.46,0.18,1.0,23,1
1459,2024-09-01,39,45,Cardiology,4,2,159,52,100,5,0.74,-0.08,181,0,0.93,1.0,3.06,0.29,1.0,23,1
1460,2024-07-28,35,32,Antibiotic,4,2,59,37,74,3,0.71,0.18,130,0,0.59,1.0,1.59,0.9,1.0,19,1
1461,2024-02-07,92,16,Antibiotic,13,3,140,50,100,4,0.7,0.06,212,0,0.98,1.0,2.8,0.17,1.4,20,1
1462,2024-05-02,28,8,Diabetes,13,3,147,34,100,62,0.59,0.05,413,0,1.01,1.0,4.32,0.15,1.0,30,1
1463,2024-12-22,26,12,Oncology,17,2,103,23,69,15,0.34,0.14,261,0,1.42,1.0,4.48,0.26,1.0,22,1
1464,2024-12-24,73,12,Painkiller,12,2,150,54,100,10,0.76,-0.1,218,0,1.02,1.0,2.78,0.34,1.0,19,1
1465,2024-04-23,50,23,Cardiology,1,2,71,17,58,7,0.51,0.17,237,0,2.25,1.0,4.18,0.24,1.0,13,1
1466,2024-07-27,42,43,Oncology,1,4,128,63,100,6,0.26,0.1,275,0,1.42,1.0,2.03,0.39,1.0,10,1
1467,2024-02-14,50,49,Cardiology,15,1,97,55,100,13,0.78,0.01,105,0,0.54,1.0,1.76,0.18,1.0,23,1
1468,2024-05-11,97,42,Cardiology,12,1,130,23,84,62,0.87,0.09,196,0,4.95,1.0,5.65,0.39,1.0,8,1
1469,2024-05-16,58,30,Cardiology,1,3,56,18,65,2,0.53,-0.03,289,0,1.21,1.0,3.11,0.57,1.0,18,1
1470,2024-05-24,72,29,Cardiology,5,3,119,20,57,11,0.4,0.1,157,0,2.31,1.0,5.95,0.5,1.0,18,1
1471,2024-03-26,3,8,Painkiller,11,2,93,50,100,7,0.7,-0.04,293,0,0.42,1.0,1.86,0.44,1.0,31,1
1472,2024-09-14,22,46,Cardiology,13,2,116,43,100,6,0.64,0.13,403,0,1.18,1.0,2.7,0.41,1.0,16,1
1473,2024-07-28,21,1,Oncology,20,2,74,27,78,7,0.27,-0.0,101,0,1.28,1.0,2.74,0.25,1.0,15,1
1474,2024-03-23,37,15,Oncology,7,4,50,21,62,22,0.29,0.02,329,0,0.62,1.0,2.38,0.72,1.0,27,1
1475,2024-12-15,5,22,Antibiotic,10,3,122,67,100,53,0.49,-0.03,191,0,0.75,1.0,1.82,0.71,1.4,17,1
1476,2024-05-23,6,9,Painkiller,3,3,37,40,100,16,0.46,-0.05,211,0,0.34,1.0,0.93,0.14,1.0,19,1
1477,2024-11-15,49,6,Diabetes,9,3,137,27,74,11,0.54,0.07,298,0,5.07,1.0,5.07,0.15,1.0,7,1
1478,2024-05-11,65,17,Painkiller,18,3,48,27,83,3,0.33,0.12,442,1,3.11,1.0,1.78,0.27,1.0,4,1
1479,2024-08-25,57,27,Antibiotic,9,3,153,28,57,14,0.2,0.07,447,0,1.47,1.0,5.46,0.68,1.0,26,1
1480,2024-09-12,33,34,Cardiology,8,1,102,36,100,30,0.63,0.04,393,0,0.76,1.0,2.83,0.28,1.0,26,1
1481,2024-11-26,72,5,Painkiller,6,3,79,23,64,15,0.34,-0.01,242,0,1.6,1.0,3.43,0.31,1.0,15,1
1482,2024-02-01,16,48,Painkiller,6,4,132,19,42,63,0.17,0.12,120,0,1.95,1.0,6.95,0.79,1.0,25,1
1483,2024-03-30,43,16,Antibiotic,18,2,118,58,100,10,0.24,0.16,466,0,0.65,1.0,2.03,0.87,1.2,22,1
1484,2024-10-07,92,38,Painkiller,3,3,108,59,100,2,0.62,-0.02,186,0,1.28,1.0,1.83,0.67,1.0,10,1
1485,2024-01-18,4,16,Antibiotic,17,3,75,64,100,9,0.93,0.09,111,0,0.37,1.0,1.17,0.64,1.4,22,1
1486,2024-06-27,86,2,Antibiotic,11,2,61,54,100,1,0.76,-0.07,435,0,0.72,1.0,1.13,0.78,1.0,11,1
1487,2024-05-15,75,40,Antibiotic,12,1,121,44,100,15,0.8,0.02,396,0,0.77,1.0,2.75,0.15,1.0,25,1
1488,2024-11-22,42,4,Painkiller,20,4,205,66,100,5,0.07,-0.08,417,0,1.98,1.0,3.11,0.63,1.0,11,0
1489,2024-07-07,44,19,Diabetes,11,1,1,29,77,1,0.7,-0.1,240,1,0.01,1.0,0.03,0.34,1.0,25,1
1490,2024-02-01,95,21,Cardiology,5,3,48,46,100,6,0.58,0.2,324,0,0.24,1.0,1.04,0.61,1.0,30,1
1491,2024-03-09,72,20,Painkiller,3,3,81,63,100,25,0.53,-0.01,412,0,0.36,1.0,1.29,0.36,1.0,25,1
1492,2024-02-16,32,48,Antibiotic,13,1,177,52,100,6,1.0,0.06,170,0,1.7,1.0,3.4,0.61,1.4,14,1
1493,2024-08-13,67,12,Painkiller,7,3,48,48,100,2,0.55,0.12,390,0,0.21,1.0,1.0,0.87,1.2,33,1
1494,2024-01-03,47,50,Diabetes,7,3,15,20,70,1,0.94,-0.03,466,0,0.25,1.0,0.75,0.53,1.0,21,1
1495,2024-05-04,35,15,Painkiller,1,2,16,42,100,15,0.81,0.16,110,0,0.3,1.0,0.38,0.85,1.0,9,1
1496,2024-12-16,87,47,Painkiller,20,4,180,47,100,7,0.0,0.02,127,0,0.77,1.0,3.83,0.2,1.0,35,0
1497,2024-12-03,17,39,Oncology,19,3,125,27,65,1,0.8,0.01,208,0,0.98,1.0,4.63,0.17,1.0,33,1
1498,2024-10-28,71,37,Cardiology,17,2,28,45,100,7,0.77,0.0,130,0,0.34,1.0,0.62,0.46,1.0,13,1
1499,2024-11-17,51,49,Cardiology,2,2,118,48,100,9,0.19,0.0,413,0,0.96,1.0,2.46,0.5,1.0,18,1
1500,2024-02-18,53,49,Painkiller,12,2,167,30,70,9,0.57,0.08,446,0,1.15,1.0,5.57,0.54,1.0,34,1
1501,2024-10-07,40,26,Antibiotic,14,1,121,31,77,79,0.86,0.13,402,0,1.01,1.0,3.9,0.12,1.0,27,1
1502,2024-12-08,78,20,Diabetes,1,1,114,11,24,3,0.68,-0.03,350,0,4.03,1.0,10.36,0.48,1.0,18,1
1503,2024-12-28,28,25,Cardiology,16,2,176,45,100,57,0.92,0.07,457,0,1.52,1.0,3.91,0.25,1.0,18,1
1504,2024-06-14,90,12,Cardiology,4,1,72,5,20,6,0.52,0.04,343,0,7.2,1.0,14.4,0.76,1.0,14,1
1505,2024-11-13,44,11,Painkiller,20,2,78,45,100,9,0.5,0.06,179,0,0.45,1.0,1.73,0.58,1.0,27,1
1506,2024-04-08,14,11,Antibiotic,2,3,143,78,100,15,0.3,0.12,337,0,0.71,1.0,1.83,0.32,1.2,18,1
1507,2024-11-06,79,39,Painkiller,10,2,88,62,100,77,1.0,0.2,137,0,0.47,1.0,1.42,0.77,1.0,21,1
1508,2024-10-31,25,37,Antibiotic,3,4,99,38,100,24,0.15,0.04,209,0,0.65,1.0,2.61,0.15,1.0,28,1
1509,2024-08-29,35,14,Cardiology,11,2,48,22,79,26,0.33,0.17,370,0,0.64,1.0,2.18,0.66,1.0,24,1
1510,2024-02-17,94,7,Oncology,4,4,91,8,26,10,0.45,-0.06,276,0,7.24,1.0,11.38,0.82,1.0,11,1
1511,2024-09-10,6,22,Antibiotic,15,1,96,47,100,5,1.0,0.06,386,0,1.79,1.0,2.04,0.31,1.0,8,1
1512,2024-11-28,50,48,Painkiller,6,4,29,56,100,15,0.04,0.04,413,0,0.16,1.0,0.52,0.78,1.0,23,1
1513,2024-08-26,16,22,Antibiotic,7,2,31,37,100,5,0.48,-0.1,173,1,0.27,1.0,0.84,0.28,1.0,22,1
1514,2024-09-03,49,36,Painkiller,20,1,104,42,98,7,0.69,0.03,479,0,0.62,1.0,2.48,0.35,1.0,28,1
1515,2024-11-01,76,2,Diabetes,11,2,18,23,57,7,0.3,0.15,497,0,0.61,1.0,0.78,0.23,1.0,9,1
1516,2024-09-23,51,38,Oncology,15,1,102,36,100,6,0.9,0.09,323,0,0.76,1.0,2.83,0.75,1.0,26,1
1517,2024-07-30,48,32,Antibiotic,18,1,26,32,100,66,0.62,0.02,482,0,0.41,1.0,0.81,0.24,1.0,14,1
1518,2024-08-16,99,30,Antibiotic,20,2,0,81,100,23,0.65,0.07,322,0,0.0,1.0,0.0,0.54,1.0,26,1
1519,2024-07-19,31,22,Oncology,5,2,136,31,100,12,0.42,0.17,394,0,3.41,1.0,4.39,0.15,1.0,9,1
1520,2024-03-07,35,14,Diabetes,15,1,82,25,97,13,1.0,-0.08,276,0,1.21,1.0,3.28,0.82,1.0,19,1
1521,2024-07-10,94,23,Oncology,6,1,179,11,30,8,0.69,0.11,468,0,11.39,1.0,16.27,0.47,1.0,10,1
1522,2024-06-06,47,23,Oncology,11,2,119,45,100,9,0.13,0.07,352,1,1.16,1.0,2.64,0.18,1.0,16,1
1523,2024-01-12,29,33,Oncology,12,1,91,5,20,2,0.76,0.04,429,0,63.7,1.0,18.2,0.8,1.0,2,1
1524,2024-12-19,38,37,Oncology,12,2,146,43,100,35,0.84,0.18,361,0,2.97,1.0,3.4,0.21,1.0,8,1
1525,2024-10-27,82,37,Antibiotic,20,2,85,60,100,5,0.52,0.03,220,0,0.83,1.0,1.42,0.5,1.0,12,1
1526,2024-01-01,32,12,Diabetes,16,2,185,31,100,87,0.61,0.13,122,0,1.61,1.0,5.97,0.3,1.0,26,1
1527,2024-09-08,82,28,Antibiotic,3,2,113,42,100,23,0.36,-0.01,310,0,2.09,1.0,2.69,0.71,1.0,9,1
1528,2024-03-30,95,7,Antibiotic,16,2,172,60,100,11,0.66,0.1,335,0,2.51,1.0,2.87,0.53,1.2,8,1
1529,2024-11-09,66,40,Antibiotic,20,1,44,42,86,58,0.94,-0.01,106,0,0.19,1.0,1.05,0.64,1.2,38,1
1530,2024-06-22,65,43,Antibiotic,15,4,149,46,100,9,0.25,0.14,234,0,1.08,1.0,3.24,0.75,1.0,21,1
1531,2024-10-14,14,41,Oncology,17,1,204,18,56,6,1.0,0.0,238,0,3.31,1.0,11.33,0.63,1.0,24,1
1532,2024-01-18,4,41,Antibiotic,17,2,41,66,100,5,0.48,0.04,378,0,0.29,1.0,0.62,0.4,1.4,15,1
1533,2024-11-13,32,17,Cardiology,6,1,9,40,92,12,0.61,-0.06,258,0,0.06,1.0,0.23,0.8,1.0,27,1
1534,2024-10-10,34,17,Diabetes,9,4,115,29,100,57,0.39,0.0,425,0,0.99,1.0,3.97,0.8,1.0,28,1
1535,2024-07-14,54,13,Oncology,4,1,57,43,100,3,0.86,0.01,144,0,0.42,1.0,1.33,0.81,1.0,22,1
1536,2024-05-02,23,4,Antibiotic,8,2,68,5,20,7,0.49,0.19,383,0,3.53,1.0,13.6,0.4,1.0,27,1
1537,2024-12-31,43,26,Oncology,4,4,38,19,48,27,0.0,0.02,268,0,1.27,1.0,2.0,0.5,1.0,11,1
1538,2024-08-20,47,29,Oncology,10,1,115,24,61,2,0.47,-0.1,485,0,2.4,1.0,4.79,0.12,1.0,14,1
1539,2024-04-16,27,25,Cardiology,4,1,150,53,100,2,0.79,0.06,390,0,1.1,1.0,2.83,0.52,1.0,18,1
1540,2024-09-25,70,48,Painkiller,17,3,131,50,100,14,0.89,0.04,294,0,1.22,1.0,2.62,0.32,1.0,15,1
1541,2024-03-10,54,30,Cardiology,19,2,43,52,100,14,0.44,0.04,413,0,0.18,1.0,0.83,0.2,1.0,32,1
1542,2024-04-10,75,10,Cardiology,5,1,181,10,23,8,0.91,0.16,161,0,6.03,1.0,18.1,0.21,1.0,21,1
1543,2024-04-01,52,6,Oncology,19,4,104,35,100,17,0.27,0.14,246,0,1.04,1.0,2.97,0.57,1.0,20,1
1544,2024-02-12,72,43,Diabetes,18,2,106,9,32,4,0.69,-0.1,179,0,2.58,1.0,11.78,0.3,1.0,32,1
1545,2024-10-23,21,35,Diabetes,1,2,50,67,100,49,0.71,0.02,481,0,0.4,1.0,0.75,0.8,1.0,13,1
1546,2024-02-08,27,32,Diabetes,5,3,157,40,100,8,0.56,0.07,194,0,2.11,1.0,3.92,0.39,1.0,13,1
1547,2024-08-24,14,8,Antibiotic,16,4,108,37,100,33,0.6,-0.01,181,0,0.7,1.0,2.92,0.21,1.0,29,1
1548,2024-12-31,83,24,Cardiology,19,3,18,40,100,7,0.57,0.08,283,0,0.26,1.0,0.45,0.65,1.0,12,1
1549,2024-12-30,3,15,Diabetes,14,3,129,28,72,38,0.63,0.05,386,0,5.38,1.0,4.61,0.16,1.0,6,1
1550,2024-04-09,74,41,Oncology,10,3,205,14,50,1,0.52,0.05,386,0,4.88,1.0,14.64,0.82,1.0,21,1
1551,2024-10-08,80,3,Painkiller,8,4,60,49,100,3,0.36,0.05,405,0,0.54,1.0,1.22,0.8,1.0,16,1
1552,2024-05-24,71,8,Antibiotic,14,1,130,62,100,86,0.49,-0.02,470,0,1.22,1.0,2.1,0.41,1.0,12,1
1553,2024-06-05,33,21,Cardiology,13,3,130,5,20,7,0.2,-0.1,362,0,6.5,1.0,26.0,0.75,1.0,28,1
