id,category,text,keyword_count,sentiment,risk_score,clean_text
298,demand_spike,"in coastal governorates, cancer medicines availability has dropped. reports mention increase and complications from sudden. additional concerns include spike.",1,-0.4767,7,coastal governorates cancer medicines availability dropped reports mention increase complications sudden additional concerns include spike
299,distribution_center_issue,PHARMACIES  IN  ALEXANDRIA  REPORTED  ISSUES  WITH  ANTICOAGULANTS.  THEY  CITED  DISTRIBUTION  CENTER  AND  LOADING.,0,0.0,1,pharmacies alexandria reported issues anticoagulants cited distribution center loading
300,labor_shortage,Pharmacies in Cairo reported issues with IV fluids. They cited shift and sick leave.,0,-0.5423,3,pharmacies cairo reported issues iv fluids cited shift sick leave
301,seasonal_variation,Pharmacies in Canal cities reported issues with vitamins. They cited cold and virus. Additional concerns include allergy.,0,0.0,1,pharmacies canal cities reported issues vitamins cited cold virus additional concerns include allergy
302,it_system_failure,"In new urban communities, antiviral tablets availability has dropped. Reports m ...ention software and complications from error. Additional concerns include data.",1,-0.4019,7,new urban communities antiviral tablets availability dropped reports ention software complications error additional concerns include data
303,neutral_report,ROUTINE UPD@TES FROM UPPER EGYPT SHOWED NO M@JOR ISSUES FOR CHILDREN'S SYRUP.,0,0.0,1,routine upd tes upper egypt showed jor issues children syrup
304,manufacturing_issue,Pharmacies in Canal cities reported issues with insulin. They cited batch and production.,0,0.0,1,pharmacies canal cities reported issues insulin cited batch production
305,neutral_report,routine updates from new urban communities showed no major issues for insulin.,0,0.0,1,routine updates new urban communities showed major issues insulin
306,distribution_center_issue,"in new urban communities, oral rehydration salts availability has dropped. reports mention hub and complications from sorting.",1,0.0,5,new urban communities oral rehydration salts availability dropped reports mention hub complications sorting
307,regulation_issue,"In Cairo, IV fluids availability has dropped. Reports mention inspection a ...nd complications from compliance. Additional concerns include restriction.",1,-0.2732,6,cairo iv fluids availability dropped reports mention inspection nd complications compliance additional concerns include restriction
308,demand_spike,A weekly report from coastal governorates connected blood pressure drugs instability to unusual and increase. Additional concerns include unusual.,1,0.0258,5,weekly report coastal governorates connected blood pressure drugs instability unusual increase additional concerns include unusual
309,contract_dispute,Pharmacies in Delta region reported issues with vitamins. They cited cancellation and penalty.,0,-0.4588,2,pharmacies delta region reported issues vitamins cited cancellation penalty
310,supplier_problem,Pharmacies in Giza reported issues with IV fluids. They cited backlog and supplier. Additional concerns include late.,0,0.0,1,pharmacies giza reported issues iv fluids cited backlog supplier additional concerns include late
311,supplier_problem,"In Cairo, antibiotics availability has dropped. Reports mention capaci ...ty and complications from quota. Additional concerns include supplier.",1,0.3818,3,cairo antibiotics availability dropped reports mention capaci ty complications quota additional concerns include supplier
312,import_delay," In Cairo, antibiotics availability has dropped. Rep ...orts mention inspection and complications from dock.",1,0.0,5,cairo antibiotics availability dropped rep orts mention inspection complications dock
313,import_delay,"In Alexandria, anticoagulants availability has dropped. Reports mention port and complications from queue. Additional concerns include queue.",1,0.0,5,alexandria anticoagulants availability dropped reports mention port complications queue additional concerns include queue
314,neutral_report,No significant disruptions were noted for vitamins in Upper Egypt.,0,-0.1531,1,significant disruptions noted vitamins upper egypt
315,import_delay,"In Alexandria, cancer medicines availability has dropped. ... Reports mention clearance and complications from import.",2,-0.6597,10,alexandria cancer medicines availability dropped reports mention clearance complications import
316,it_system_failure,A weekly report from Canal cities connected antiviral tablets instability to system and software. Additional concerns include offline.,1,-0.128,6,weekly report canal cities connected antiviral tablets instability system software additional concerns include offline
317,transport_issue,PHARMACIES IN COASTAL GOVERNORATES REPORTED ISSUES WITH IV FLUIDS. THEY CITED BLOCKED AND ACCIDENT. ADDITIONAL CONCERNS INCLUDE CLOSURE.,0,-0.6369,3,pharmacies coastal governorates reported issues iv fluids cited blocked accident additional concerns include closure
318,transport_issue,A weekly report from Giz@ connected p@inkillers inst@bilit ...y to truck @nd ro@d. Addition@l concerns include @ccident.,0,0.0,1,weekly report giz connected p inkillers inst bilit truck nd ro addition l concerns include ccident
319,import_delay,"In new urban communities, vitamins availability has dropped. Reports mention import and complications from delay. Additional concerns include delay.",4,-0.5574,10,new urban communities vitamins availability dropped reports mention import complications delay additional concerns include delay
320,distribution_center_issue,A weekly report from Canal cities connected children's syrup instability to bottleneck and queue.,1,0.0,5,weekly report canal cities connected children syrup instability bottleneck queue
321,neutral_report,Reports from Delta region indicated stable distribution of painkillers.??,0,0.296,1,reports delta region indicated stable distribution painkillers
322,transport_issue,"In Giza, insulin availability has dropped. Reports mention route and complications from detour. Additional concerns include truck.",1,0.0,5,giza insulin availability dropped reports mention route complications detour additional concerns include truck
323,import_delay,pharmacies in canal cities reported issues with asthma inhalers. they cited stuck and inspection. additional concerns include dock.,0,-0.25,1,pharmacies canal cities reported issues asthma inhalers cited stuck inspection additional concerns include dock
324,neutral_report,No significant disruptions were noted for anticoagulants in Cairo. ,0,-0.1531,1,significant disruptions noted anticoagulants cairo
325,transport_issue,A weekly report from new urban communities connected blood pressure drugs instability to truck and congestion.??,1,-0.296,6,weekly report new urban communities connected blood pressure drugs instability truck congestion
326,currency_issue,Pharmacies in Cairo reported issues with asthma inhalers. They cited dollar and bank. Additional concerns include reserve.,0,0.0,1,pharmacies cairo reported issues asthma inhalers cited dollar bank additional concerns include reserve
327,manufacturing_issue, Pharmacies in Cairo reported issues with vitamins. They cited line and repair. Additional concerns include raw material.,0,0.0,1,pharmacies cairo reported issues vitamins cited line repair additional concerns include raw material
328,currency_issue,"In Cairo, blood pressure drugs availability has dropped. Reports mention dollar and complications from foreign.",1,-0.296,6,cairo blood pressure drugs availability dropped reports mention dollar complications foreign
329,neutral_report,No significant disruptions were  ...noted for vitamins in Alexandria.,0,-0.1531,1,significant disruptions noted vitamins alexandria
330,neutral_report,Reports from new urban communities indicated stable distribution of anticoagulants. ,0,0.296,1,reports new urban communities indicated stable distribution anticoagulants
331,neutral_report,Reports from Giza indicated stable distribution of blood pressure drugs.,0,0.0,1,reports giza indicated stable distribution blood pressure drugs
332,neutral_report,R3ports from Upp3r Egypt indicat3d stabl3 distribution of anticoagulants.,0,0.0,1,r ports upp r egypt indicat stabl distribution anticoagulants
333,it_system_failure,"In coastal governorates, blood pressure drugs availability has dropped. Reports mention downtime and complications from offline. Additional concerns include error.",1,-0.6597,8,coastal governorates blood pressure drugs availability dropped reports mention downtime complications offline additional concerns include error
334,it_system_failure,A weekly report from new urban communities connected cancer medicines instability to offline and slow.,1,-0.7096,9,weekly report new urban communities connected cancer medicines instability offline slow
335,neutral_report,Routine updates from Upper Egypt show ...ed no major issues for antihistamines.,0,0.0,1,routine updates upper egypt show ed major issues antihistamines
336,import_delay,Pharmaci3s in Al3xandria r3port3d issu3s with canc3r m3dicin3s. Th3y cit3d insp3ction and customs. Additional conc3rns includ3 d3lay.,0,0.0,1,pharmaci al xandria r port issu canc r dicin th cit insp ction customs additional conc rns includ lay
337,contract_dispute,"In Alexandria, antihistamines availability has dropped. Reports mention penalty and complications from pricing. Additional concerns include pricing.",1,-0.4588,7,alexandria antihistamines availability dropped reports mention penalty complications pricing additional concerns include pricing
338,import_delay,Pharmacies in Upper Egypt reported issues with oral rehydration salts. They cited dock and stuck. ??,0,-0.25,1,pharmacies upper egypt reported issues oral rehydration salts cited dock stuck
339,neutral_report,Pharmacies in coastal governorates reported stable availability of oral rehydration salts this week.,1,0.296,4,pharmacies coastal governorates reported stable availability oral rehydration salts week
340,transport_issue,Pharmacies in Cairo reported issues with anticoagulants. They cited bridge and delay. Additional concerns include closure.,1,-0.3182,7,pharmacies cairo reported issues anticoagulants cited bridge delay additional concerns include closure
341,forecasting_error,"In Upper Egypt, IV fluids @v@il@bility h@s dropped. Reports mention scen@rio @nd complic@tions from model.",0,0.0,1,upper egypt iv fluids v il bility h dropped reports mention scen rio nd complic tions model
342,storage_issue,Pharmacies in Canal cities reported issues wit ...h children's syrup. They cited leak and damage.,0,-0.6808,3,pharmacies canal cities reported issues wit h children syrup cited leak damage
343,import_delay,Pharmacies in Giza reported issues with oral reh ...ydration salts. They cited stuck and offloading.,0,-0.25,1,pharmacies giza reported issues oral reh ydration salts cited stuck offloading
344,it_system_failure,A weekly report from Canal cities connected oral rehydration salts instability to login and slow. Additional concerns include update.,1,0.0,5,weekly report canal cities connected oral rehydration salts instability login slow additional concerns include update
345,storage_issue,Pharmacies in Canal cities reported issues with IV fluids. They cited contamination and humidity.,0,0.0,1,pharmacies canal cities reported issues iv fluids cited contamination humidity
346,neutral_report,Routine updates from coastal governorates showed no major issues for insulin. ,0,0.0,1,routine updates coastal governorates showed major issues insulin
347,manufacturing_issue,"IN D3LTA R3GION, CANC3R M3DICIN3S AVAILABILITY HAS DROPP3D. R3PORTS M3NTION FACTORY AND COMPLICATIONS FROM CAPACITY. ADDITIONAL CONC3RNS INCLUD3 INT3RRUPTION.",1,0.0,5,lta r gion canc r dicin availability dropp r ports ntion factory complications capacity additional conc rns includ int rruption
348,neutral_report,Pharmacies in coastal governorates reporte ...d stable availability of insulin this week.,1,0.296,4,pharmacies coastal governorates reporte stable availability insulin week
349,forecasting_error,Pharmaci3s in Canal citi3s r3port3d issu3s with insulin. Th3y cit3d un3xp3ct3d and sc3nario.,0,0.3818,1,pharmaci canal citi r port issu insulin th cit un xp ct sc nario
350,manufacturing_issue,Pharmacies  in  coastal  governorates  reported  issues  with  vitamins.  They  cited  factory  and  repair.??,0,0.0,1,pharmacies coastal governorates reported issues vitamins cited factory repair
351,seasonal_variation,"In  new  urban  communities,  asthma  inhalers  availability  has  dropped.  Reports   ...mention  heat  and  complications  from  festive.  Additional  concerns  include  cold.",1,0.4588,3,new urban communities asthma inhalers availability dropped reports mention heat complications festive additional concerns include cold
352,transport_issue, pharmacies in new urban communities reported issues with oral rehydration salts. they cited closure and transport.,0,0.0,1,pharmacies new urban communities reported issues oral rehydration salts cited closure transport
353,quality_control_issue,"in upper egypt, antihistamines availability has dropped. reports mention lab and complications from investigation. additional concerns include lab.",1,0.0,5,upper egypt antihistamines availability dropped reports mention lab complications investigation additional concerns include lab
354,seasonal_variation,A weekly report from Delta region connected antibiotics instability to trend and winter. Additional concerns include season.,1,0.0,5,weekly report delta region connected antibiotics instability trend winter additional concerns include season
355,seasonal_variation," In C@n@l cities, @ntico@gul@nts @v@il@bility h@s dropped. Reports mention festive @nd complic@tions from se@son. Addition@l concerns include virus.",0,0.4588,1,c n l cities ntico gul nts v il bility h dropped reports mention festive nd complic tions se son addition l concerns include virus
356,distribution_center_issue, Pharmacies in Cairo reported issues with asthma inhalers. They cited processing and backlog.,0,0.0,1,pharmacies cairo reported issues asthma inhalers cited processing backlog
357,neutral_report, reports from giza indicated stable distribution of oral rehydration salts.,0,0.296,1,reports giza indicated stable distribution oral rehydration salts
358,labor_shortage,Ph@rm@cies in Alex@ndri@ reported issues with p@inkillers. They cited overtime @nd short@ge. Addition@l concerns include resign@tions.,0,-0.34,2,ph rm cies alex ndri reported issues p inkillers cited overtime nd short ge addition l concerns include resign tions
359,storage_issue,A weekly report from Upper Egypt connected antihistamines instability to warehouse and expired. Additional concerns include fridge.,1,0.0,5,weekly report upper egypt connected antihistamines instability warehouse expired additional concerns include fridge
360,neutral_report,Routine updates from coastal governorates showed no major issues for antibiotics.,0,0.0,1,routine updates coastal governorates showed major issues antibiotics
361,regulation_issue, PHARMACIES IN DELTA REGION REPORTED ISSUES WITH ANTIVIRAL TABLETS. THEY CITED RECALL AND APPROVAL.,0,0.4767,1,pharmacies delta region reported issues antiviral tablets cited recall approval
362,demand_spike,A weekly report from Cairo connected blood pressure drugs instability to shortage and increase.??,2,-0.2263,10,weekly report cairo connected blood pressure drugs instability shortage increase
363,storage_issue," In D3lta r3gion, insulin availability has dropp3d. R3ports m3ntion fridg3 and complications from mold.",1,0.0,5,lta r gion insulin availability dropp r ports ntion fridg complications mold
364,seasonal_variation,"In C@n@l cities, c@ncer medicines @v@il@bility h@s dropped. Reports mention trend @nd complic@tions from summer.",0,0.0,1,c n l cities c ncer medicines v il bility h dropped reports mention trend nd complic tions summer
365,it_system_failure,Pharmacies in Giza reported issues with cancer medicines. They  . .....cited network and update. Additional concerns include downtime.,0,-0.6597,3,pharmacies giza reported issues cancer medicines cited network update additional concerns include downtime
366,currency_issue,"In Upper Egypt, blood pressure drugs availability has dropped. Reports mention foreign and complications from dollar. Additional concerns include foreign.",1,-0.296,6,upper egypt blood pressure drugs availability dropped reports mention foreign complications dollar additional concerns include foreign
367,contract_dispute," In Upper Egypt, anticoagulants availability has dropped. Reports mention disagreement and complications from pricing.",1,-0.3612,7,upper egypt anticoagulants availability dropped reports mention disagreement complications pricing
368,currency_issue,A weekly report from Upper Egypt connected antibiotics instability to devaluation and price.,1,0.0,5,weekly report upper egypt connected antibiotics instability devaluation price
369,import_delay,"In Cairo, asthma inhalers availability has dropped. Reports mention import and complications from port.",2,0.0,10,cairo asthma inhalers availability dropped reports mention import complications port
370,neutral_report,R3ports from Giza indicat3d stabl3 distribution of blood pr3ssur3 drugs. ,0,0.0,1,r ports giza indicat stabl distribution blood pr ssur drugs
371,transport_issue,"In coastal governorates, IV fluids availability has dropped. Reports mention closure and complications from detour. Additional concerns include fuel. ",1,0.0,5,coastal governorates iv fluids availability dropped reports mention closure complications detour additional concerns include fuel
372,storage_issue,"  In  Upper  Egypt,  anticoagulants  availability  has  dropped.  Reports  mention  fridge  and  complications  from  power  cut.  Additional  concerns  include  leak.",1,-0.5423,8,upper egypt anticoagulants availability dropped reports mention fridge complications power cut additional concerns include leak
373,storage_issue," In Cairo, childr3n's syrup availability has dropp3d. R3ports m3ntion storag3 and complications from t3mp3ratur3. Additional conc3rns includ3 l3ak.",1,0.0,5,cairo childr n syrup availability dropp r ports ntion storag complications mp ratur additional conc rns includ l ak
374,forecasting_error,A weekly report from Upper Egypt connected cancer medicines instability to estimate and trend. Additional concerns include underestimated.,1,-0.7579,9,weekly report upper egypt connected cancer medicines instability estimate trend additional concerns include underestimated
375,manufacturing_issue,"In Giza, antiviral tablets availability has dropped. Reports mention interrup . .....tion and complications from capacity. Additional concerns include maintenance.",1,0.0,5,giza antiviral tablets availability dropped reports mention interrup tion complications capacity additional concerns include maintenance
376,seasonal_variation,Pharmaci3s in D3lta r3gion r3port3d issu3s with antihistamin3s. Th3y cit3d s3ason and h3at. Additional conc3rns includ3 flu.,0,-0.3818,2,pharmaci lta r gion r port issu antihistamin th cit ason h additional conc rns includ flu
377,seasonal_variation,Pharmacies in coastal governorates reported issues with antiviral tablets. They cited holiday and winter.,0,0.4019,1,pharmacies coastal governorates reported issues antiviral tablets cited holiday winter
378,forecasting_error,Pharmacies  in  Alexandria  reported  issues  with  antibiotics.  They  cited  overestimated  and  miscalculated.  Additional  concerns  include  overestimated.,0,0.0,1,pharmacies alexandria reported issues antibiotics cited overestimated miscalculated additional concerns include overestimated
379,forecasting_error,"In new urb@n communities, @ntico@gul@nts @v@il@bility h@s dropped. Reports mention scen@rio @nd complic@tions from estim@te. Addition@l concerns include unexpected.",0,0.0,1,new urb n communities ntico gul nts v il bility h dropped reports mention scen rio nd complic tions estim te addition l concerns include unexpected
380,seasonal_variation, A weekly report from Giza connected antidepressants instability to virus and holiday. Additional concerns include seasonal.,1,0.4019,3,weekly report giza connected antidepressants instability virus holiday additional concerns include seasonal
381,regulation_issue,"In coastal governorates, children's syrup availability has dropped. Reports mention warning and complications from new rules.",1,-0.34,7,coastal governorates children syrup availability dropped reports mention warning complications new rules
382,neutral_report,R3ports from n3w urban communiti3s indicat3d stabl3 distribution of insulin.,0,0.0,1,r ports n w urban communiti indicat stabl distribution insulin
383,labor_shortage,A weekly report from Giza connected painkillers instability to labor and turnover.??,1,0.0,5,weekly report giza connected painkillers instability labor turnover
384,neutral_report,ROUTINE UPDATES FROM NEW URBAN COMMUNITIES SHOWED NO MAJOR ISSUES FOR ANTICOAGULANTS. ,0,0.0,1,routine updates new urban communities showed major issues anticoagulants
385,supplier_problem,Pharmacies in Canal cities reported issues with antihistamines. They cited disruption and late.??,1,-0.3612,7,pharmacies canal cities reported issues antihistamines cited disruption late
386,transport_issue,"in upper egypt, iv fluids availability has dropped. reports mention tru ...ck and complications from congestion. additional concerns include route.",1,0.0,5,upper egypt iv fluids availability dropped reports mention tru ck complications congestion additional concerns include route
387,forecasting_error,A weekly report from Canal cities connected insulin instability to planning and forecast. Additional concerns include forecast.,1,0.0,5,weekly report canal cities connected insulin instability planning forecast additional concerns include forecast
388,transport_issue,A weekly report from Canal cities connected asthma inhalers instability to route and blocked. Additional concerns include congestion.,1,-0.2732,6,weekly report canal cities connected asthma inhalers instability route blocked additional concerns include congestion
389,manufacturing_issue,Pharmacies in Delta region reported issues with anticoagulants. They cited production and capacity.,0,0.0,1,pharmacies delta region reported issues anticoagulants cited production capacity
390,import_delay,Pharmacies in Canal cities reported issues with antidepressants. They cited stuck and inspection. Additional concerns include shipment.????,0,-0.25,1,pharmacies canal cities reported issues antidepressants cited stuck inspection additional concerns include shipment
391,regulation_issue,Pharmacies  in  Upper  Egypt  reported  issues  with  cancer  medicines.  They  cited  warning  and  new  rules.  Additional  concerns  include  safety.,0,-0.6124,3,pharmacies upper egypt reported issues cancer medicines cited warning new rules additional concerns include safety
392,currency_issue,PHARMACIES IN GIZA REPORTED ISSUES WITH ANTICOAGULANTS. THEY CITED PRICE AND EXCHANGE. ADDITIONAL CONCERNS INCLUDE INFLATION.,0,0.0,1,pharmacies giza reported issues anticoagulants cited price exchange additional concerns include inflation
393,labor_shortage, Pharmacies in coastal governorates reported issues w ...ith children's syrup. They cited shift and sick leave.,0,-0.5423,3,pharmacies coastal governorates reported issues w ith children syrup cited shift sick leave
394,storage_issue,A weekly report from Alex@ndri@ connected IV fluids inst@bility to d@m@ge @nd temper@ture. Addition@l concerns include le@k.,0,-0.4215,2,weekly report alex ndri connected iv fluids inst bility ge nd temper ture addition l concerns include le k
395,distribution_center_issue,A weekly report from Canal cities connected antihistamines instability to backlog and queue. Additional concerns include distribution center. ,1,0.0,5,weekly report canal cities connected antihistamines instability backlog queue additional concerns include distribution center
396,neutral_report,NO SIGNIFICANT DISRUPTIONS WERE NOTED FOR CANCER MEDICINES IN DELTA REGION.,0,-0.7184,4,significant disruptions noted cancer medicines delta region
397,labor_shortage,pharmacies in coastal governorates reported issues with painkillers. they cited strike and absent. ,0,-0.128,1,pharmacies coastal governorates reported issues painkillers cited strike absent
398,distribution_center_issue,"In Cairo, asthma inhal3rs availability has dropp3d. R3ports m3ntion proc3ssing and complications from slowdown. ",1,0.0,5,cairo asthma inhal rs availability dropp r ports ntion proc ssing complications slowdown
399,contract_dispute,A weekly report from Canal cities connected anticoagulants insta . .....bility to renewal and dispute. Additional concerns include delay.,1,-0.6124,8,weekly report canal cities connected anticoagulants insta bility renewal dispute additional concerns include delay
400,neutral_report,Supply levels for antibiotics in Cairo remained normal.??,1,0.0,5,supply levels antibiotics cairo remained normal
